 ,Label,Area,X,Y,Circ.,AR,Round,Solidity
17,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,52.90,133.56,200.71,0.26,2.01,0.50,0.77
18,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,40.67,129.88,211.57,0.18,1.33,0.75,0.72
19,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,33.09,118.80,223.02,0.27,1.65,0.60,0.76
20,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,89.07,240.34,227.10,0.30,1.26,0.79,0.80
21,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,35.12,221.88,225.26,0.26,1.19,0.84,0.79
22,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,85.01,243.84,236.35,0.50,1.18,0.85,0.88
23,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,45.58,204.99,235.96,0.16,1.73,0.58,0.65
24,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,90.81,209.14,246.88,0.23,1.47,0.68,0.79
25,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,48.75,229.72,247.47,0.38,1.04,0.96,0.79
26,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,72.24,202.59,252.07,0.31,1.19,0.84,0.79
27,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,61.71,199.63,261.77,0.45,1.57,0.64,0.84
28,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,50.46,204.28,265.97,0.48,1.44,0.69,0.85
29,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,81.81,191.21,267.90,0.24,1.24,0.81,0.82
30,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,45.77,217.95,271.64,0.22,1.58,0.63,0.73
31,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,52.14,187.49,278.07,0.31,1.59,0.63,0.80
32,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,66.44,169.64,281.59,0.24,1.26,0.79,0.76
33,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,90.78,180.44,283.51,0.35,1.22,0.82,0.81
34,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,99.27,213.62,290.45,0.35,1.19,0.84,0.86
35,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,131.92,187.80,291.11,0.41,1.62,0.62,0.86
36,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,74.33,224.61,292.33,0.44,1.13,0.88,0.85
37,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,111.63,204.24,299.77,0.35,1.23,0.81,0.81
38,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:83/128 - Series001,73.98,170.76,310.73,0.44,1.18,0.85,0.78
