 ,Label,Area,X,Y,Circ.,AR,Round,Solidity
26,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,60.98,131.88,157.44,0.39,1.34,0.75,0.80
27,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,33.44,138.30,156.50,0.52,1.48,0.68,0.82
28,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,82.63,146.69,160.42,0.29,1.43,0.70,0.81
29,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,112.20,228.22,165.80,0.40,1.23,0.82,0.87
30,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,80.10,248.79,166.24,0.48,1.10,0.91,0.88
31,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,60.10,136.25,168.40,0.40,1.16,0.86,0.84
32,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,61.55,108.18,170.28,0.65,1.27,0.79,0.90
33,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,196.99,234.73,178.20,0.31,1.19,0.84,0.86
34,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,39.81,159.52,176.66,0.51,2.00,0.50,0.83
35,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,74.52,251.03,183.95,0.62,1.54,0.65,0.89
36,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,119.40,146.03,190.66,0.35,1.17,0.85,0.86
37,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,35.69,124.67,192.36,0.63,1.31,0.76,0.87
38,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,81.71,252.55,195.48,0.62,1.33,0.75,0.90
39,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,178.77,131.74,200.19,0.30,1.33,0.75,0.87
40,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,92.24,238.40,198.96,0.37,1.28,0.78,0.85
41,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,112.97,238.59,209.43,0.49,1.49,0.67,0.90
42,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,46.34,223.09,207.63,0.53,1.21,0.83,0.86
43,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,32.55,220.11,212.66,0.40,1.35,0.74,0.80
44,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,78.70,118.20,216.39,0.38,1.25,0.80,0.84
45,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,38.76,135.60,217.64,0.25,1.04,0.96,0.74
46,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,127.01,220.30,223.14,0.36,1.42,0.71,0.87
47,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,104.57,125.34,230.16,0.26,1.30,0.77,0.82
48,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,102.38,245.41,229.60,0.36,1.05,0.96,0.84
49,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,57.43,137.02,230.54,0.18,1.37,0.73,0.74
50,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,41.21,211.71,238.78,0.47,1.74,0.57,0.84
51,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,74.93,127.99,242.60,0.32,1.55,0.64,0.84
52,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,53.44,151.53,241.77,0.43,1.23,0.81,0.83
53,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,36.48,159.47,241.40,0.47,1.53,0.66,0.81
54,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,116.23,244.23,246.49,0.74,1.16,0.87,0.94
55,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,33.66,213.86,246.83,0.53,1.50,0.67,0.84
56,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,93.44,110.60,250.86,0.40,1.81,0.55,0.86
57,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,40.76,142.13,249.43,0.23,1.27,0.79,0.73
58,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,37.34,207.62,250.64,0.53,1.42,0.70,0.85
59,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,98.92,149.75,257.44,0.36,1.16,0.86,0.84
60,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,91.95,224.22,258.45,0.45,1.09,0.92,0.87
61,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,51.60,237.35,259.02,0.32,1.51,0.66,0.81
62,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,40.92,187.64,263.39,0.43,1.47,0.68,0.82
63,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,99.30,199.62,266.28,0.61,1.62,0.62,0.92
64,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,103.71,154.56,268.58,0.18,1.34,0.75,0.77
65,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,104.15,180.95,269.41,0.31,1.27,0.79,0.83
66,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,67.92,192.97,270.18,0.36,1.53,0.65,0.85
67,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,113.44,228.42,272.35,0.62,1.56,0.64,0.90
68,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,31.28,211.87,271.94,0.41,1.39,0.72,0.78
69,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,56.80,221.34,278.94,0.40,1.83,0.55,0.82
70,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,105.07,176.28,282.19,0.37,1.11,0.90,0.84
71,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,88.43,154.58,283.52,0.41,1.24,0.81,0.87
72,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,31.92,191.87,283.51,0.50,1.02,0.98,0.85
73,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,36.42,162.44,285.02,0.29,1.54,0.65,0.78
74,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,47.99,218.67,288.54,0.72,1.22,0.82,0.92
75,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,109.76,196.10,291.65,0.46,1.46,0.68,0.85
76,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,30.05,183.27,290.83,0.42,1.85,0.54,0.80
77,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,64.57,212.89,291.74,0.67,1.47,0.68,0.93
78,MASK_05032025_Shef6WT_D3_Ctrl-3dE_DAPI_Factin-488_Bry-568_Sox2-647.lif:c:1/5 z:62/128 - Series001,34.71,192.17,302.52,0.52,1.18,0.85,0.85
